0.000000, i_d, i_q, i_d_ref, i_q_ref
0.063930, -4, -10, 0, 0
0.064128, -6, 15, 0, 0
0.064328, 11, -5, 0, 0
0.064530, -1, 12, 0, 0
0.064730, -33, 59, 0, 0
0.064930, 16, 4, 0, 0
0.065130, -5, 2, 0, 0
0.065330, -6, 15, 0, 0
0.065530, 41, -19, 0, 0
0.065730, -13, 18, 0, 0
0.065930, -21, 47, 0, 0
0.066130, -6, 15, 0, 0
0.066330, -6, 15, 0, 0
0.066530, -5, 2, 0, 0
0.066728, -54, 38, 0, 0
0.066930, 50, 1, 0, 0
0.067130, 0, 0, 0, 0
0.067330, -5, 2, 0, 0
0.067530, 1, -13, 0, 0
0.067728, -19, 34, 0, 0
0.067930, -13, 25, 0, 0
0.068130, -3, -23, 0, 0
0.068330, -4, -10, 0, 0
0.068528, -5, 2, 0, 0
0.068730, -11, 5, 0, 0
0.068930, 42, -32, 0, 0
0.069130, -4, -10, 0, 0
0.069330, 28, -1, 0, 0
0.069530, 0, 0, 0, 0
0.069730, -8, 28, 0, 0
0.069930, 1, -13, 0, 0
0.070130, 0, 0, 0, 0
0.070330, 54, -114, 0, 0
0.070528, -6, 15, 0, 0
0.070730, 31, -39, 0, 0
0.070930, -18, 21, 0, 0
0.071130, 0, 13, 0, 0
0.071330, 11, -5, 0, 0
0.071530, -8, 28, 0, 0
0.071730, 0, 0, 0, 0
0.071930, 1, -13, 0, 0
0.072130, 41, -19, 0, 0
0.072330, 0, 13, 0, 0
0.072530, -1, 13, 0, 0
0.072730, 42, -32, 0, 0
0.072928, 0, 0, 0, 0
0.073130, -52, 25, 0, 0
0.073328, -102, 73, 0, 0
0.073530, -6, 15, 0, 0
0.073730, 1, -13, 0, 0
0.073930, -4, -10, 0, 0
0.074130, -6, 15, 0, 0
0.074328, -6, 15, 0, 0
0.074528, -5, 2, 0, 0
0.074730, -5, 65, 0, 0
0.074930, -13, 31, 0, 0
0.075128, -17, 139, 0, 0
0.075330, -5, 2, 0, 0
0.075528, 0, 0, 0, 0
0.075730, 39, 6, 0, 0
0.075928, -18, 21, 0, 0
0.076130, -11, 0, 0, 0
0.076328, -8, 28, 0, 0
0.076530, -35, 16, 0, 0
0.076728, -2, 26, 0, 0
0.076930, -19, 34, 0, 0
0.077130, -5, -3, 0, 0
0.077330, 0, -6, 0, 0
0.077530, -21, 47, 0, 0
0.077730, 0, 0, 0, 0
0.077930, -6, 15, 0, 0
0.078128, 5, -2, 0, 0
0.078330, 0, 0, 0, 0
0.078530, -1, 12, 0, 0
0.078730, -1, 13, 0, 0
0.078930, -20, 47, 0, 0
0.079128, 87, -28, 0, 0
0.079330, 9, 20, 0, 0
0.079530, -1, 26, 0, 0
0.079730, -11, 5, 0, 0
0.079930, 26, 24, 0, 0
0.080128, -19, 34, 0, 0
0.080330, -5, 2, 0, 0
0.080528, -8, 28, 0, 0
0.080730, -5, 2, 0, 0
0.080930, -4, -10, 0, 0
0.081130, -20, 47, 0, 0
0.081330, -4, -10, 0, 0
0.081530, -5, 2, 0, 0
0.081730, -6, 15, 0, 0
0.081930, -3, -23, 0, 0
0.082130, -5, 2, 0, 0
0.082330, -8, 28, 0, 0
0.082530, -7, 15, 0, 0
0.082728, -6, 15, 0, 0
0.082930, 5, -2, 0, 0
0.083130, -20, 47, 0, 0
0.083330, -6, 15, 0, 0
0.083530, -2, 26, 0, 0
0.083728, 0, 0, 0, 0
0.083930, 10, 7, 0, 0
0.084130, -189, 118, 0, 0
0.084330, -1, 13, 0, 0
0.084530, 1, -13, 0, 0
0.084728, -5, 2, 0, 0
0.084930, 12, -18, 0, 0
0.085130, 0, 13, 0, 0
0.085328, -6, 15, 0, 0
0.085530, 41, -19, 0, 0
0.085728, 7, -15, 0, 0
0.085930, -1, 13, 0, 0
0.086130, -8, 28, 0, 0
0.086328, 0, 0, 0, 0
0.086530, 0, 0, 0, 0
0.086728, 5, -2, 0, 0
0.086930, -5, 2, 0, 0
0.087130, -7, 28, 0, 0
0.087330, -6, 15, 0, 0
0.087528, 5, -2, 0, 0
0.087730, -1, 13, 0, 0
0.087930, 40, -6, 0, 0
0.088130, -6, 15, 0, 0
0.088330, -5, 2, 0, 0
0.088530, -2, 26, 0, 0
0.088730, -5, 2, 0, 0
0.088930, -4, -10, 0, 0
0.089128, -8, 28, 0, 0
0.089330, -12, 18, 0, 0
0.089530, -5, 2, 0, 0
0.089730, 40, -6, 0, 0
0.089930, -7, 28, 0, 0
0.090328, -1, 13, 0, 0
0.090530, 6, -9, 0, 0
0.090730, -5, 2, 0, 0
0.090930, -7, 28, 0, 0
0.091128, -19, 21, 0, 0
0.091328, 1, -13, 0, 0
0.091530, 18, -21, 0, 0
0.091728, -5, 2, 0, 0
0.091930, -11, 5, 0, 0
0.092130, -18, 21, 0, 0
0.092330, -35, 17, 0, 0
0.092530, -5, 2, 0, 0
0.092730, 0, -13, 0, 0
0.092930, -5, 2, 0, 0
0.093130, 87, -29, 0, 0
0.093330, -5, 2, 0, 0
0.093530, 0, 0, 0, 0
0.093730, -7, 28, 0, 0
0.093930, 0, 0, 0, 0
0.094130, -5, 2, 0, 0
0.094330, -52, 25, 0, 0
0.094530, 0, 0, 0, 0
0.094730, -6, 15, 0, 0
0.094928, 20, -47, 0, 0
0.095130, 0, 0, 0, 0
0.095330, 1, -13, 0, 0
0.095530, -7, 28, 0, 0
0.095730, 0, 13, 0, 0
0.095930, 9, 20, 0, 0
0.096128, 1, -13, 0, 0
0.096330, -1, 26, 0, 0
0.096530, 0, 13, 0, 0
0.096730, -4, -10, 0, 0
0.096928, 40, -6, 0, 0
0.097130, 0, 0, 0, 0
0.097330, 28, -1, 0, 0
0.097530, 5, -2, 0, 0
0.097730, 0, 0, 0, 0
0.097930, 0, 0, 0, 0
0.098128, -4, -10, 0, 0
0.098330, -6, 15, 0, 0
0.098530, -13, 31, 0, 0
0.098730, -5, 2, 0, 0
0.098930, 42, -32, 0, 0
0.099128, -8, 28, 0, 0
0.099328, -6, 15, 0, 0
0.099530, -19, 34, 0, 0
0.099730, -4, -10, 0, 0
0.099930, -12, 18, 0, 0
0.000128, -31, 39, 0, 0
0.000330, -6, 15, 0, 0
0.000530, -47, 22, 0, 0
0.000730, -24, 30, 0, 0
0.000928, 0, 0, 0, 0
0.001130, -8, 28, 0, 0
0.001328, 19, -34, 0, 0
0.001530, -20, 47, 0, 0
0.001730, -8, 28, 0, 0
0.001930, 5, 10, 0, 0
0.002130, -5, 2, 0, 0
0.002330, 5, -2, 0, 0
0.002528, -15, 119, 0, 0
0.002730, 0, 0, 0, 0
0.002930, 0, 0, 0, 0
0.003130, -11, 5, 0, 0
0.003330, 0, 0, 0, 0
0.003528, -35, 16, 0, 0
0.003730, -4, -10, 0, 0
0.003930, -7, 22, 0, 0
0.004130, -5, 2, 0, 0
0.004330, 10, 7, 0, 0
0.004528, 0, 0, 0, 0
0.004728, -2, 26, 0, 0
0.004930, 5, -2, 0, 0
0.005128, -1, 13, 0, 0
0.005330, -4, -10, 0, 0
0.005530, -5, 2, 0, 0
0.005730, -5, 2, 0, 0
0.005930, -4, -10, 0, 0
0.006130, 10, 7, 0, 0
0.006328, 0, 0, 0, 0
0.006530, -1, 13, 0, 0
0.006730, 5, -78, 0, 0
0.006930, -7, 28, 0, 0
0.007130, -15, 119, 0, 0
0.007330, 4, 10, 0, 0
0.007528, -6, 15, 0, 0
0.007728, -23, 11, 0, 0
0.007930, 1, -13, 0, 0
0.008130, -49, 61, 0, 0
0.008328, 9, 20, 0, 0
0.008530, -1, 26, 0, 0
0.008730, 11, -80, 0, 0
0.008930, -36, 29, 0, 0
0.009128, 20, -109, 0, 0
0.009330, 3, 23, 0, 0
0.009530, -1, 13, 0, 0
0.009728, 35, -23, 0, 0
0.009928, -2, 25, 0, 0
0.010130, -51, 87, 0, 0
0.010330, -7, 28, 0, 0
0.010530, 41, -19, 0, 0
0.010728, -1, 13, 0, 0
0.010930, 9, 20, 0, 0
0.011128, 0, 0, 0, 0
0.011330, -4, -10, 0, 0
0.011530, 0, 0, 0, 0
0.011730, -12, 18, 0, 0
0.011930, -4, -10, 0, 0
0.012128, 40, -6, 0, 0
0.012330, 0, 13, 0, 0
0.012528, -1, 88, 0, 0
0.012730, 0, -13, 0, 0
0.012930, 0, 0, 0, 0
0.013130, -1, 13, 0, 0
0.013330, -2, 26, 0, 0
0.013528, 41, -19, 0, 0
0.013730, -6, 15, 0, 0
0.014130, 9, 20, 0, 0
0.014328, -55, 51, 0, 0
0.014528, 0, 0, 0, 0
0.014730, -13, 25, 0, 0
0.014930, -6, 15, 0, 0
0.015130, 0, 0, 0, 0
0.015330, 0, 0, 0, 0
0.015530, 0, 0, 0, 0
0.015728, 0, 0, 0, 0
0.015928, -4, -10, 0, 0
0.016130, -18, 21, 0, 0
0.016330, -7, 15, 0, 0
0.016530, 12, -18, 0, 0
0.016730, -7, 28, 0, 0
0.016930, -7, 28, 0, 0
0.017130, -6, 15, 0, 0
0.017330, -5, 2, 0, 0
0.017530, -17, 8, 0, 0
0.017730, -4, -10, 0, 0
0.017928, -8, 28, 0, 0
0.018130, -6, 15, 0, 0
0.018330, -4, -10, 0, 0
0.018530, -88, 42, 0, 0
0.018728, -52, 11, 0, 0
0.018930, -5, 2, 0, 0
0.019130, -18, 21, 0, 0
0.019330, -7, 15, 0, 0
0.019530, -49, 48, 0, 0
0.019730, -2, 26, 0, 0
0.019930, -18, 21, 0, 0
0.020130, 0, 0, 0, 0
0.020328, -6, 15, 0, 0
0.020530, 0, 0, 0, 0
0.020730, 1, -13, 0, 0
0.020930, -2, 26, 0, 0
0.021128, 1, -19, 0, 0
0.021330, 0, 0, 0, 0
0.021530, -7, 15, 0, 0
0.021730, -5, 2, 0, 0
0.021930, 0, 0, 0, 0
0.022130, -4, -10, 0, 0
0.022330, -8, 28, 0, 0
0.022530, 0, 0, 0, 0
0.022728, 9, 20, 0, 0
0.022928, 4, 10, 0, 0
0.023130, 39, 6, 0, 0
0.023330, -5, 2, 0, 0
0.023530, 0, 0, 0, 0
0.023730, 39, 6, 0, 0
0.023930, 0, 0, 0, 0
0.024130, -2, 26, 0, 0
0.024328, -5, 2, 0, 0
0.024530, -8, 28, 0, 0
0.024730, -8, 28, 0, 0
0.024928, -102, 73, 0, 0
0.025128, 0, 0, 0, 0
0.025330, 9, 20, 0, 0
0.025530, -11, 5, 0, 0
0.025730, 6, -15, 0, 0
0.025930, -2, 26, 0, 0
0.026130, -1, 13, 0, 0
0.026330, 3, 23, 0, 0
0.026530, 41, -19, 0, 0
0.026730, -7, 28, 0, 0
0.026930, 17, -1, 0, 0
0.027128, 1, -13, 0, 0
0.027328, 1, -13, 0, 0
0.027530, -7, 15, 0, 0
0.027928, 41, -19, 0, 0
0.028130, 26, 24, 0, 0
0.028330, -5, 2, 0, 0
0.028530, -8, 28, 0, 0
0.028730, 12, -18, 0, 0
0.028930, -4, -10, 0, 0
0.029128, -8, 28, 0, 0
0.029328, -8, 28, 0, 0
0.029530, 39, 6, 0, 0
0.029730, 0, 0, 0, 0
0.029930, -2, 26, 0, 0
0.030128, 10, 7, 0, 0
0.030330, -5, 2, 0, 0
0.030528, -4, -10, 0, 0
0.030730, -4, -10, 0, 0
0.030928, 5, -2, 0, 0
0.031130, -8, 35, 0, 0
0.031328, 10, 7, 0, 0
0.031530, -2, 26, 0, 0
0.031730, -5, 2, 0, 0
0.031930, -14, 44, 0, 0
0.032130, -21, 47, 0, 0
0.032328, -65, 29, 0, 0
0.032530, -3, -23, 0, 0
0.032728, -8, 28, 0, 0
0.032930, -65, 131, 0, 0
0.033130, -5, 2, 0, 0
0.033328, -2, 25, 0, 0
0.033530, -21, 47, 0, 0
0.033728, 47, -22, 0, 0
0.033930, 18, -21, 0, 0
0.034128, 29, -13, 0, 0
0.034330, -4, -10, 0, 0
0.034530, 42, -32, 0, 0
0.034730, -11, 0, 0, 0
0.034930, 39, 6, 0, 0
0.035130, -4, -10, 0, 0
0.035330, -18, 21, 0, 0
0.035528, -5, 2, 0, 0
0.035730, -2, 26, 0, 0
0.035930, -6, 15, 0, 0
0.036128, -5, 2, 0, 0
0.036330, 5, -2, 0, 0
0.036528, -9, -20, 0, 0
0.036728, 3, 23, 0, 0
0.036930, -8, 28, 0, 0
0.037130, -7, 15, 0, 0
0.037330, -7, 15, 0, 0
0.037530, -7, 15, 0, 0
0.037728, -12, 18, 0, 0
0.037930, 39, 6, 0, 0
0.038128, -8, 28, 0, 0
0.038330, -6, 15, 0, 0
0.038528, 1, -13, 0, 0
0.038730, 12, -18, 0, 0
0.038928, 27, 12, 0, 0
0.039128, -5, 2, 0, 0
0.039330, -2, 26, 0, 0
0.039530, 10, 7, 0, 0
0.039730, 0, 0, 0, 0
0.039928, 0, 0, 0, 0
0.040128, -18, 21, 0, 0
0.040330, -4, -10, 0, 0
0.040528, -7, 15, 0, 0
0.040728, -6, 15, 0, 0
0.040928, -1, 13, 0, 0
0.041130, -5, 2, 0, 0
0.041330, 0, 0, 0, 0
0.041530, -7, 15, 0, 0
0.041730, 3, 23, 0, 0
0.041930, -5, 2, 0, 0
0.042130, 11, -5, 0, 0
0.042328, 45, -58, 0, 0
0.042528, 41, -19, 0, 0
0.042730, 5, -2, 0, 0
0.042930, 40, -6, 0, 0
0.043128, 5, -2, 0, 0
0.043328, 9, 20, 0, 0
0.043530, 10, 7, 0, 0
0.043728, 26, 25, 0, 0
0.043928, -8, 28, 0, 0
0.044130, 41, -19, 0, 0
0.044330, -4, -10, 0, 0
0.044530, -4, -10, 0, 0
0.044730, -2, 32, 0, 0
0.044930, 0, 0, 0, 0
0.045130, -5, 2, 0, 0
0.045330, -36, 29, 0, 0
0.045528, 1, -13, 0, 0
0.045730, -5, 2, 0, 0
0.045930, 0, 0, 0, 0
0.046130, -18, 21, 0, 0
0.046330, 39, 6, 0, 0
0.046528, -7, 15, 0, 0
0.046730, -7, 15, 0, 0
0.046930, -7, 15, 0, 0
0.047130, 0, 0, 0, 0
0.047330, -22, -1, 0, 0
0.047530, -7, 15, 0, 0
0.047728, 4, 10, 0, 0
0.047928, -5, 2, 0, 0
0.048128, -2, 26, 0, 0
0.048328, 0, 0, 0, 0
0.048530, -4, -10, 0, 0
0.048728, -4, -10, 0, 0
0.048930, -6, 15, 0, 0
0.049128, 89, -40, 0, 0
0.049328, -52, 11, 0, 0
0.049530, 1, -13, 0, 0
0.049728, 3, 23, 0, 0
0.049928, -5, 2, 0, 0
0.050128, -5, 2, 0, 0
0.050330, 0, 0, 0, 0
0.050530, 0, 0, 0, 0
0.050730, -7, 15, 0, 0
0.050930, -1, 13, 0, 0
0.051128, -5, 2, 0, 0
0.051328, -9, 41, 0, 0
0.051530, -5, 2, 0, 0
0.051728, -20, 47, 0, 0
0.051930, -12, 18, 0, 0
0.052130, -2, 26, 0, 0
0.052330, -1, 13, 0, 0
0.052530, 1, -13, 0, 0
0.052730, -1, 13, 0, 0
0.052930, 0, 0, 0, 0
0.053130, -6, 15, 0, 0
0.053328, -7, 15, 0, 0
0.053530, 0, 0, 0, 0
0.053730, 87, -28, 0, 0
0.053928, -6, 15, 0, 0
0.054130, -1, 13, 0, 0
0.054330, -8, 28, 0, 0
0.054528, -2, 25, 0, 0
0.054728, 47, -21, 0, 0
0.054930, 0, 0, 0, 0
0.055130, -15, 44, 0, 0
0.055328, -7, 15, 0, 0
0.055530, 1, -13, 0, 0
0.055730, -8, 28, 0, 0
0.055930, -5, 2, 0, 0
0.056130, -53, 24, 0, 0
0.056330, 1, -13, 0, 0
0.056530, -7, 28, 0, 0
0.056730, -7, 15, 0, 0
0.056928, 10, 7, 0, 0
0.057130, -7, 15, 0, 0
0.057330, 39, 6, 0, 0
0.057528, 0, 0, 0, 0
0.057730, -1, 13, 0, 0
0.057928, 3, 23, 0, 0
0.058130, -4, -10, 0, 0
0.058328, 0, 0, 0, 0
0.058530, -7, 15, 0, 0
0.058730, -20, 40, 0, 0
0.058930, -1, 13, 0, 0
0.059130, -6, 15, 0, 0
0.059328, -7, 15, 0, 0
0.059530, 5, -2, 0, 0
0.059728, -8, 28, 0, 0
0.059930, 0, 0, 0, 0
0.060128, 5, -2, 0, 0
0.060330, -1, 13, 0, 0
0.060528, -6, 15, 0, 0
0.060728, 0, 0, 0, 0
0.060930, -18, 21, 0, 0
0.061130, 1, -13, 0, 0
0.061330, 4, 10, 0, 0
0.061530, -5, 2, 0, 0
0.061728, -7, 15, 0, 0
0.061930, -7, 15, 0, 0
0.062128, -5, 2, 0, 0
0.062330, 42, -32, 0, 0
0.062528, -5, 2, 0, 0
0.062730, 4, 10, 0, 0
0.062928, -2, 26, 0, 0
0.063130, -25, 37, 0, 0
0.063330, 0, 0, 0, 0
0.063530, 42, -32, 0, 0
0.063728, 3, -38, 0, 0
0.063928, -4, -10, 0, 0
0.064130, -5, 2, 0, 0
0.064328, -5, 2, 0, 0
0.064530, -5, 2, 0, 0
0.064730, 0, 0, 0, 0
0.064930, -8, 28, 0, 0
0.065130, -4, -10, 0, 0
0.065330, -1, 13, 0, 0
0.065528, 1, -13, 0, 0
0.065730, -4, -10, 0, 0
0.065930, -6, 15, 0, 0
0.066130, -1, 26, 0, 0
0.066330, 41, -19, 0, 0
0.066530, 0, -13, 0, 0
0.066728, 16, 4, 0, 0
0.066930, -1, 13, 0, 0
0.067128, -20, 40, 0, 0
0.067328, -7, 15, 0, 0
0.067530, -30, 26, 0, 0
0.067730, -10, -7, 0, 0
0.067930, -6, 15, 0, 0
0.068128, 0, 0, 0, 0
0.068330, 0, 0, 0, 0
0.068528, -7, 15, 0, 0
0.068730, -2, 26, 0, 0
0.068930, 0, 0, 0, 0
0.069130, -12, 18, 0, 0
0.069330, -5, 2, 0, 0
0.069530, -26, 49, 0, 0
0.069730, -7, 15, 0, 0
0.069930, 40, -6, 0, 0
0.070128, -5, 2, 0, 0
0.070330, 0, 0, 0, 0
0.070530, -1, 13, 0, 0
0.070730, -5, 2, 0, 0
0.070930, -14, 44, 0, 0
0.071130, 39, 6, 0, 0
0.071330, -2, 26, 0, 0
0.071528, -12, 11, 0, 0
0.071728, 0, 0, 0, 0
0.071930, -8, 28, 0, 0
0.072130, 3, 23, 0, 0
0.072330, -5, 2, 0, 0
0.072530, -13, 31, 0, 0
0.072728, -1, 13, 0, 0
0.072928, -1, 13, 0, 0
0.073130, 0, 0, 0, 0
0.073330, 4, 10, 0, 0
0.073530, -5, 2, 0, 0
0.073730, -18, 21, 0, 0
0.073928, 5, -2, 0, 0
0.074128, -6, 15, 0, 0
0.074330, -121, 156, 0, 0
0.074528, 39, 6, 0, 0
0.074730, 9, 20, 0, 0
0.074930, -8, 28, 0, 0
0.075130, -1, 26, 0, 0
0.075330, 9, 20, 0, 0
0.075728, -2, 26, 0, 0
0.075930, -7, 28, 0, 0
0.076130, -5, 2, 0, 0
0.076328, 39, 6, 0, 0
0.076530, -6, 15, 0, 0
0.076730, -12, 18, 0, 0
0.076928, -8, 28, 0, 0
0.077128, 6, -15, 0, 0
0.077330, 39, 6, 0, 0
0.077528, 110, -27, 0, 0
0.077730, -7, 15, 0, 0
0.077930, -2, 26, 0, 0
0.078130, -8, 28, 0, 0
0.078330, -6, 15, 0, 0
0.078530, 41, -19, 0, 0
0.078728, -8, 28, 0, 0
0.078930, 12, -18, 0, 0
0.079130, -5, 2, 0, 0
0.079330, 3, 23, 0, 0
0.079528, -13, 25, 0, 0
0.079728, 11, -5, 0, 0
0.079930, -1, 13, 0, 0
0.080128, -1, 13, 0, 0
0.080330, 5, -2, 0, 0
0.080530, 0, 13, 0, 0
0.080728, -2, 26, 0, 0
0.080930, -7, 15, 0, 0
0.081130, -6, 15, 0, 0
0.081330, 26, 24, 0, 0
0.081530, -5, 2, 0, 0
0.081728, -5, 2, 0, 0
0.081928, 12, -18, 0, 0
0.082130, 49, -49, 0, 0
0.082330, -146, 71, 0, 0
0.082530, 5, -2, 0, 0
0.082728, -8, 28, 0, 0
0.082928, -2, 26, 0, 0
0.083130, -8, 28, 0, 0
0.083330, -5, 2, 0, 0
0.083530, -6, 15, 0, 0
0.083730, 6, -15, 0, 0
0.083928, 41, -19, 0, 0
0.084128, 24, -24, 0, 0
0.084330, 33, 2, 0, 0
0.084530, 6, -15, 0, 0
0.084728, 41, -19, 0, 0
0.084930, -1, 13, 0, 0
0.085128, -5, 2, 0, 0
0.085330, -4, -10, 0, 0
0.085530, 59, -27, 0, 0
0.085730, -6, 15, 0, 0
0.085930, 111, -53, 0, 0
0.086128, -16, -4, 0, 0
0.086330, -2, 26, 0, 0
0.086530, -4, -10, 0, 0
0.086728, 6, -15, 0, 0
0.086930, -6, 15, 0, 0
0.087128, -5, 2, 0, 0
0.087328, -1, 13, 0, 0
0.087530, -7, 28, 0, 0
0.087730, -2, 26, 0, 0
0.087930, 4, 10, 0, 0
0.088130, -6, 15, 0, 0
0.088330, 0, 0, 0, 0
0.088528, -2, 26, 0, 0
0.088730, -46, 84, 0, 0
0.088930, -6, 15, 0, 0
0.089128, -37, 42, 0, 0
0.089330, -6, 15, 0, 0
0.089530, -1, 13, 0, 0
0.089728, -19, 34, 0, 0
0.089928, 9, 20, 0, 0
0.090130, -47, 22, 0, 0
0.090330, 42, -32, 0, 0
0.090530, -5, 2, 0, 0
0.090730, -49, 48, 0, 0
0.090930, -6, 15, 0, 0
0.091130, -35, 17, 0, 0
0.091330, -50, 74, 0, 0
0.091530, 0, 0, 0, 0
0.091730, -5, 2, 0, 0
0.091930, -1, 13, 0, 0
0.092130, -7, 15, 0, 0
0.092330, 3, 23, 0, 0
0.092530, 41, -19, 0, 0
0.092730, 5, -2, 0, 0
0.092928, -8, 28, 0, 0
0.093130, -12, 94, 0, 0
0.093330, -46, 84, 0, 0
0.093530, -1, 13, 0, 0
0.093728, 1, -12, 0, 0
0.093930, 40, -6, 0, 0
0.094130, -2, 26, 0, 0
0.094330, -5, 2, 0, 0
0.094530, -2, 26, 0, 0
0.094730, -5, 2, 0, 0
0.094930, -4, -10, 0, 0
0.095130, -5, 2, 0, 0
0.095328, -14, 31, 0, 0
0.095530, -7, 28, 0, 0
0.095730, -20, 47, 0, 0
0.095930, -54, 51, 0, 0
0.096130, 10, 7, 0, 0
0.096328, 1, -13, 0, 0
0.096530, -5, 2, 0, 0
0.096728, 3, 23, 0, 0
0.096930, 6, -78, 0, 0
0.097128, 28, 0, 0, 0
0.097328, 0, 0, 0, 0
0.097530, -11, 5, 0, 0
0.097730, -7, 15, 0, 0
0.097930, -2, 26, 0, 0
0.098130, 0, 0, 0, 0
0.098330, -4, -10, 0, 0
0.098530, -6, 15, 0, 0
0.098730, 0, 0, 0, 0
0.098928, 0, 0, 0, 0
0.099130, -41, 19, 0, 0
0.099330, -2, 26, 0, 0
0.099528, 19, -34, 0, 0
0.099730, -54, 51, 0, 0
0.099930, -1, 26, 0, 0
0.000128, 4, 10, 0, 0
0.000330, -8, 28, 0, 0
0.000530, -4, -10, 0, 0
0.000730, 0, 13, 0, 0
0.000930, -5, 2, 0, 0
0.001130, -5, 2, 0, 0
0.001330, 4, 10, 0, 0
0.001530, 19, -34, 0, 0
0.001728, -18, 21, 0, 0
0.001930, 65, -44, 0, 0
0.002130, 5, -2, 0, 0
0.002330, -14, 44, 0, 0
0.002530, -5, 2, 0, 0
0.002728, -5, 2, 0, 0
0.002928, 0, 0, 0, 0
0.003130, -5, 2, 0, 0
0.003330, -1, 13, 0, 0
0.003530, -4, -10, 0, 0
0.003730, -12, 18, 0, 0
0.003930, -5, 2, 0, 0
0.004128, -5, 2, 0, 0
0.004330, 0, 13, 0, 0
0.004528, -19, 34, 0, 0
0.004730, 1, -13, 0, 0
0.004928, -2, 26, 0, 0
0.005130, -5, 2, 0, 0
0.005330, -7, 28, 0, 0
0.005530, 1, -13, 0, 0
0.005728, -35, 16, 0, 0
0.005928, 26, -37, 0, 0
0.006130, -14, 38, 0, 0
0.006328, 23, -11, 0, 0
0.006530, -14, 44, 0, 0
0.006730, -6, 15, 0, 0
0.006928, 0, 0, 0, 0
0.007128, -8, 28, 0, 0
0.007330, 39, 5, 0, 0
0.007528, 39, 6, 0, 0
0.007728, 14, -44, 0, 0
0.007930, -8, 104, 0, 0
0.008130, -4, -10, 0, 0
0.008330, -6, 15, 0, 0
0.008530, 3, 23, 0, 0
0.008730, -6, 15, 0, 0
0.008928, -17, 8, 0, 0
0.009130, -4, -10, 0, 0
0.009330, 0, 0, 0, 0
0.009530, -8, 28, 0, 0
0.009730, 40, -6, 0, 0
0.009930, -7, 28, 0, 0
0.010130, -66, 57, 0, 0
0.010328, -4, -10, 0, 0
0.010530, -6, 15, 0, 0
0.010730, 12, -18, 0, 0
0.010930, 87, -28, 0, 0
0.011130, -7, 91, 0, 0
0.011328, -1, 13, 0, 0
0.011530, 12, -18, 0, 0
0.011728, -8, 28, 0, 0
0.011930, 3, 23, 0, 0
0.012130, -8, 28, 0, 0
0.012330, -53, 38, 0, 0
0.012530, 0, -13, 0, 0
0.012728, -7, 15, 0, 0
0.012930, 41, -19, 0, 0
0.013130, 0, -6, 0, 0
0.013328, 133, -38, 0, 0
0.013528, -5, 2, 0, 0
0.013730, -5, 2, 0, 0
0.013930, 10, 7, 0, 0
0.014130, 9, 20, 0, 0
0.014330, -2, 26, 0, 0
0.014528, 3, 23, 0, 0
0.014730, -5, 2, 0, 0
0.014930, -4, -10, 0, 0
0.015128, 39, 6, 0, 0
0.015328, -5, 2, 0, 0
0.015530, -5, 2, 0, 0
0.015730, 1, -13, 0, 0
0.015930, 0, 0, 0, 0
0.016130, -4, -10, 0, 0
0.016330, -2, 26, 0, 0
0.016530, 34, -10, 0, 0
0.016728, -20, 109, 0, 0
0.016930, -6, 15, 0, 0
0.017130, -2, 26, 0, 0
0.017330, -7, 28, 0, 0
0.017530, 3, 23, 0, 0
0.017730, -5, 2, 0, 0
0.017930, -5, 2, 0, 0
0.018130, -7, 28, 0, 0
0.018330, -5, 2, 0, 0
0.018530, -5, 2, 0, 0
0.018728, 27, -63, 0, 0
0.018930, -2, 26, 0, 0
0.019128, 5, -2, 0, 0
0.019330, -7, 15, 0, 0
0.019530, -1, 13, 0, 0
0.019730, -6, 15, 0, 0
0.019930, -1, 13, 0, 0
0.020130, -4, -10, 0, 0
0.020330, -7, 28, 0, 0
0.020530, -8, 28, 0, 0
0.020730, -19, 27, 0, 0
0.020930, -18, 21, 0, 0
0.021128, -5, 2, 0, 0
0.021328, -8, 28, 0, 0
0.021530, 46, -9, 0, 0
0.021730, -18, 21, 0, 0
0.021928, 19, -34, 0, 0
0.022130, 1, -13, 0, 0
0.022330, -100, 47, 0, 0
0.022530, -1, 13, 0, 0
0.022730, -8, 28, 0, 0
0.022930, -7, 15, 0, 0
0.023128, 6, -15, 0, 0
0.023330, 1, -13, 0, 0
0.023530, 5, -2, 0, 0
0.023730, -1, 13, 0, 0
0.023930, -18, 21, 0, 0
0.024130, -13, 31, 0, 0
0.024330, 9, 20, 0, 0
0.024530, 1, -13, 0, 0
0.024728, 28, 0, 0, 0
0.024928, -100, 53, 0, 0
0.025130, -6, 15, 0, 0
0.025328, -5, 2, 0, 0
0.025528, -8, 28, 0, 0
0.025730, 1, -13, 0, 0
0.026130, -6, 15, 0, 0
0.026330, -1, 13, 0, 0
0.026530, 40, -6, 0, 0
0.026730, 0, 0, 0, 0
0.026928, 0, 0, 0, 0
0.027130, -8, 28, 0, 0
0.027330, -1, 13, 0, 0
0.027528, 10, 7, 0, 0
0.027728, 42, -32, 0, 0
0.027930, 4, 10, 0, 0
0.028130, 39, 6, 0, 0
0.028330, 0, 0, 0, 0
0.028530, -5, 2, 0, 0
0.028730, -4, -10, 0, 0
0.028930, 0, 0, 0, 0
